stem,split_old,split_new,prefix,number,source,roya,coco,minador,group_root
ROYA_RECORTES_94,val,val,ROYA_RECORTES,94,rust_and_leaf_miner,6,0,0,ROYA_RECORTES_93
ROYA_RECORTES_95,train,val,ROYA_RECORTES,95,rust_and_leaf_miner,14,0,0,ROYA_RECORTES_93
ROYA_RECORTES_96,train,val,ROYA_RECORTES,96,rust_and_leaf_miner,5,0,0,ROYA_RECORTES_93
ROYA_RECORTES_97,test,val,ROYA_RECORTES,97,rust_and_leaf_miner,10,0,0,ROYA_RECORTES_97
ROYA_RECORTES_98,train,val,ROYA_RECORTES,98,rust_and_leaf_miner,5,0,0,ROYA_RECORTES_93
ROYA_RECORTES_99,train,val,ROYA_RECORTES,99,rust_and_leaf_miner,3,0,0,ROYA_RECORTES_93
SANAS_NUEVAS_1,train,train,SANAS_NUEVAS,1,own_field,0,0,0,SANAS_NUEVAS_243
SANAS_NUEVAS_10,test,train,SANAS_NUEVAS,10,own_field,0,0,0,SANAS_NUEVAS_243
SANAS_NUEVAS_100,train,train,SANAS_NUEVAS,100,own_field,0,0,0,SANAS_NUEVAS_103
SANAS_NUEVAS_101,test,train,SANAS_NUEVAS,101,own_field,0,0,0,SANAS_NUEVAS_103
SANAS_NUEVAS_102,test,train,SANAS_NUEVAS,102,own_field,0,0,0,SANAS_NUEVAS_103
SANAS_NUEVAS_103,test,train,SANAS_NUEVAS,103,own_field,0,0,0,SANAS_NUEVAS_103
SANAS_NUEVAS_104,train,train,SANAS_NUEVAS,104,own_field,0,0,0,SANAS_NUEVAS_103
SANAS_NUEVAS_105,train,train,SANAS_NUEVAS,105,own_field,0,0,0,SANAS_NUEVAS_103
SANAS_NUEVAS_106,train,train,SANAS_NUEVAS,106,own_field,0,0,0,SANAS_NUEVAS_103
SANAS_NUEVAS_107,train,train,SANAS_NUEVAS,107,own_field,0,0,0,SANAS_NUEVAS_103
SANAS_NUEVAS_108,train,train,SANAS_NUEVAS,108,own_field,0,0,0,SANAS_NUEVAS_103
SANAS_NUEVAS_109,train,train,SANAS_NUEVAS,109,own_field,0,0,0,SANAS_NUEVAS_103
SANAS_NUEVAS_11,train,train,SANAS_NUEVAS,11,own_field,0,0,0,SANAS_NUEVAS_243
SANAS_NUEVAS_110,train,train,SANAS_NUEVAS,110,own_field,0,0,0,SANAS_NUEVAS_103
SANAS_NUEVAS_111,test,train,SANAS_NUEVAS,111,own_field,0,0,0,SANAS_NUEVAS_103
SANAS_NUEVAS_112,test,train,SANAS_NUEVAS,112,own_field,0,0,0,SANAS_NUEVAS_103
SANAS_NUEVAS_113,train,train,SANAS_NUEVAS,113,own_field,0,0,0,SANAS_NUEVAS_103
SANAS_NUEVAS_114,val,train,SANAS_NUEVAS,114,own_field,0,0,0,SANAS_NUEVAS_103
SANAS_NUEVAS_115,train,train,SANAS_NUEVAS,115,own_field,0,0,0,SANAS_NUEVAS_103
SANAS_NUEVAS_116,train,train,SANAS_NUEVAS,116,own_field,0,0,0,SANAS_NUEVAS_103
SANAS_NUEVAS_117,train,train,SANAS_NUEVAS,117,own_field,0,0,0,SANAS_NUEVAS_103
SANAS_NUEVAS_118,val,train,SANAS_NUEVAS,118,own_field,0,0,0,SANAS_NUEVAS_103
SANAS_NUEVAS_119,train,train,SANAS_NUEVAS,119,own_field,0,0,0,SANAS_NUEVAS_103
SANAS_NUEVAS_12,train,train,SANAS_NUEVAS,12,own_field,0,0,0,SANAS_NUEVAS_243
SANAS_NUEVAS_120,test,train,SANAS_NUEVAS,120,own_field,0,0,0,SANAS_NUEVAS_126
SANAS_NUEVAS_121,val,train,SANAS_NUEVAS,121,own_field,0,0,0,SANAS_NUEVAS_126
SANAS_NUEVAS_122,test,train,SANAS_NUEVAS,122,own_field,0,0,0,SANAS_NUEVAS_126
SANAS_NUEVAS_123,train,train,SANAS_NUEVAS,123,own_field,0,0,0,SANAS_NUEVAS_126
SANAS_NUEVAS_124,train,train,SANAS_NUEVAS,124,own_field,0,0,0,SANAS_NUEVAS_126
SANAS_NUEVAS_125,test,train,SANAS_NUEVAS,125,own_field,0,0,0,SANAS_NUEVAS_126
SANAS_NUEVAS_126,train,train,SANAS_NUEVAS,126,own_field,0,0,0,SANAS_NUEVAS_126
SANAS_NUEVAS_127,train,train,SANAS_NUEVAS,127,own_field,0,0,0,SANAS_NUEVAS_126
SANAS_NUEVAS_128,test,train,SANAS_NUEVAS,128,own_field,0,0,0,SANAS_NUEVAS_126
SANAS_NUEVAS_129,train,train,SANAS_NUEVAS,129,own_field,0,0,0,SANAS_NUEVAS_126
SANAS_NUEVAS_13,train,train,SANAS_NUEVAS,13,own_field,0,0,0,SANAS_NUEVAS_243
SANAS_NUEVAS_130,train,train,SANAS_NUEVAS,130,own_field,0,0,0,SANAS_NUEVAS_126
SANAS_NUEVAS_131,train,train,SANAS_NUEVAS,131,own_field,0,0,0,SANAS_NUEVAS_126
SANAS_NUEVAS_132,train,train,SANAS_NUEVAS,132,own_field,0,0,0,SANAS_NUEVAS_126
SANAS_NUEVAS_133,test,train,SANAS_NUEVAS,133,own_field,0,0,0,SANAS_NUEVAS_126
SANAS_NUEVAS_134,train,train,SANAS_NUEVAS,134,own_field,0,0,0,SANAS_NUEVAS_126
SANAS_NUEVAS_135,val,train,SANAS_NUEVAS,135,own_field,0,0,0,SANAS_NUEVAS_126
SANAS_NUEVAS_136,train,train,SANAS_NUEVAS,136,own_field,0,0,0,SANAS_NUEVAS_126
SANAS_NUEVAS_137,train,train,SANAS_NUEVAS,137,own_field,0,0,0,SANAS_NUEVAS_126
SANAS_NUEVAS_138,train,train,SANAS_NUEVAS,138,own_field,0,0,0,SANAS_NUEVAS_126
SANAS_NUEVAS_139,val,train,SANAS_NUEVAS,139,own_field,0,0,0,SANAS_NUEVAS_126
SANAS_NUEVAS_14,train,train,SANAS_NUEVAS,14,own_field,0,0,0,SANAS_NUEVAS_243
SANAS_NUEVAS_140,train,train,SANAS_NUEVAS,140,own_field,0,0,0,SANAS_NUEVAS_154
SANAS_NUEVAS_141,val,train,SANAS_NUEVAS,141,own_field,0,0,0,SANAS_NUEVAS_154
SANAS_NUEVAS_142,train,train,SANAS_NUEVAS,142,own_field,0,0,0,SANAS_NUEVAS_154
SANAS_NUEVAS_143,train,train,SANAS_NUEVAS,143,own_field,0,0,0,SANAS_NUEVAS_154
SANAS_NUEVAS_144,val,train,SANAS_NUEVAS,144,own_field,0,0,0,SANAS_NUEVAS_154
SANAS_NUEVAS_145,test,train,SANAS_NUEVAS,145,own_field,0,0,0,SANAS_NUEVAS_154
SANAS_NUEVAS_146,test,train,SANAS_NUEVAS,146,own_field,0,0,0,SANAS_NUEVAS_154
SANAS_NUEVAS_147,train,train,SANAS_NUEVAS,147,own_field,0,0,0,SANAS_NUEVAS_154
SANAS_NUEVAS_148,train,train,SANAS_NUEVAS,148,own_field,0,0,0,SANAS_NUEVAS_154
SANAS_NUEVAS_149,val,train,SANAS_NUEVAS,149,own_field,0,0,0,SANAS_NUEVAS_154
SANAS_NUEVAS_15,train,train,SANAS_NUEVAS,15,own_field,0,0,0,SANAS_NUEVAS_243
SANAS_NUEVAS_150,train,train,SANAS_NUEVAS,150,own_field,0,0,0,SANAS_NUEVAS_154
SANAS_NUEVAS_151,train,train,SANAS_NUEVAS,151,own_field,0,0,0,SANAS_NUEVAS_154
SANAS_NUEVAS_152,train,train,SANAS_NUEVAS,152,own_field,0,0,0,SANAS_NUEVAS_154
SANAS_NUEVAS_153,train,train,SANAS_NUEVAS,153,own_field,0,0,0,SANAS_NUEVAS_154
SANAS_NUEVAS_154,train,train,SANAS_NUEVAS,154,own_field,0,0,0,SANAS_NUEVAS_154
SANAS_NUEVAS_155,train,train,SANAS_NUEVAS,155,own_field,0,0,0,SANAS_NUEVAS_154
SANAS_NUEVAS_156,train,train,SANAS_NUEVAS,156,own_field,0,0,0,SANAS_NUEVAS_154
SANAS_NUEVAS_157,test,train,SANAS_NUEVAS,157,own_field,0,0,0,SANAS_NUEVAS_154
SANAS_NUEVAS_158,train,train,SANAS_NUEVAS,158,own_field,0,0,0,SANAS_NUEVAS_154
SANAS_NUEVAS_159,val,train,SANAS_NUEVAS,159,own_field,0,0,0,SANAS_NUEVAS_154
SANAS_NUEVAS_16,test,train,SANAS_NUEVAS,16,own_field,0,0,0,SANAS_NUEVAS_243
SANAS_NUEVAS_160,test,train,SANAS_NUEVAS,160,own_field,0,0,0,SANAS_NUEVAS_163
SANAS_NUEVAS_161,train,train,SANAS_NUEVAS,161,own_field,0,0,0,SANAS_NUEVAS_163
SANAS_NUEVAS_162,train,train,SANAS_NUEVAS,162,own_field,0,0,0,SANAS_NUEVAS_163
SANAS_NUEVAS_163,test,train,SANAS_NUEVAS,163,own_field,0,0,0,SANAS_NUEVAS_163
SANAS_NUEVAS_164,train,train,SANAS_NUEVAS,164,own_field,0,0,0,SANAS_NUEVAS_163
SANAS_NUEVAS_165,train,train,SANAS_NUEVAS,165,own_field,0,0,0,SANAS_NUEVAS_163
SANAS_NUEVAS_166,train,train,SANAS_NUEVAS,166,own_field,0,0,0,SANAS_NUEVAS_163
SANAS_NUEVAS_167,val,train,SANAS_NUEVAS,167,own_field,0,0,0,SANAS_NUEVAS_163
SANAS_NUEVAS_168,train,train,SANAS_NUEVAS,168,own_field,0,0,0,SANAS_NUEVAS_163
SANAS_NUEVAS_169,test,train,SANAS_NUEVAS,169,own_field,0,0,0,SANAS_NUEVAS_163
SANAS_NUEVAS_17,train,train,SANAS_NUEVAS,17,own_field,0,0,0,SANAS_NUEVAS_243
SANAS_NUEVAS_170,train,train,SANAS_NUEVAS,170,own_field,0,0,0,SANAS_NUEVAS_163
SANAS_NUEVAS_171,train,train,SANAS_NUEVAS,171,own_field,0,0,0,SANAS_NUEVAS_163
SANAS_NUEVAS_172,val,train,SANAS_NUEVAS,172,own_field,0,0,0,SANAS_NUEVAS_163
SANAS_NUEVAS_173,train,train,SANAS_NUEVAS,173,own_field,0,0,0,SANAS_NUEVAS_163
SANAS_NUEVAS_174,train,train,SANAS_NUEVAS,174,own_field,0,0,0,SANAS_NUEVAS_163
SANAS_NUEVAS_175,train,train,SANAS_NUEVAS,175,own_field,0,0,0,SANAS_NUEVAS_163
SANAS_NUEVAS_176,train,train,SANAS_NUEVAS,176,own_field,0,0,0,SANAS_NUEVAS_163
SANAS_NUEVAS_177,test,train,SANAS_NUEVAS,177,own_field,0,0,0,SANAS_NUEVAS_163
SANAS_NUEVAS_178,train,train,SANAS_NUEVAS,178,own_field,1,0,0,SANAS_NUEVAS_163
SANAS_NUEVAS_179,train,train,SANAS_NUEVAS,179,own_field,0,0,0,SANAS_NUEVAS_163
SANAS_NUEVAS_18,val,train,SANAS_NUEVAS,18,own_field,0,0,0,SANAS_NUEVAS_243
SANAS_NUEVAS_180,train,train,SANAS_NUEVAS,180,own_field,0,0,0,SANAS_NUEVAS_193
SANAS_NUEVAS_181,train,train,SANAS_NUEVAS,181,own_field,2,0,0,SANAS_NUEVAS_193
SANAS_NUEVAS_182,train,train,SANAS_NUEVAS,182,own_field,0,0,0,SANAS_NUEVAS_193
SANAS_NUEVAS_183,train,train,SANAS_NUEVAS,183,own_field,0,0,0,SANAS_NUEVAS_193
SANAS_NUEVAS_184,train,train,SANAS_NUEVAS,184,own_field,2,0,0,SANAS_NUEVAS_193
SANAS_NUEVAS_185,train,train,SANAS_NUEVAS,185,own_field,0,0,0,SANAS_NUEVAS_193
SANAS_NUEVAS_186,val,train,SANAS_NUEVAS,186,own_field,0,0,0,SANAS_NUEVAS_193
SANAS_NUEVAS_187,train,train,SANAS_NUEVAS,187,own_field,0,0,0,SANAS_NUEVAS_193
SANAS_NUEVAS_188,val,train,SANAS_NUEVAS,188,own_field,0,0,0,SANAS_NUEVAS_193
SANAS_NUEVAS_189,train,train,SANAS_NUEVAS,189,own_field,0,0,0,SANAS_NUEVAS_193
SANAS_NUEVAS_19,train,train,SANAS_NUEVAS,19,own_field,0,0,0,SANAS_NUEVAS_243
SANAS_NUEVAS_190,train,train,SANAS_NUEVAS,190,own_field,0,0,0,SANAS_NUEVAS_193
SANAS_NUEVAS_191,train,train,SANAS_NUEVAS,191,own_field,0,0,0,SANAS_NUEVAS_193
SANAS_NUEVAS_192,train,train,SANAS_NUEVAS,192,own_field,0,0,0,SANAS_NUEVAS_193
SANAS_NUEVAS_193,train,train,SANAS_NUEVAS,193,own_field,0,0,0,SANAS_NUEVAS_193
SANAS_NUEVAS_194,test,train,SANAS_NUEVAS,194,own_field,0,0,0,SANAS_NUEVAS_193
SANAS_NUEVAS_195,train,train,SANAS_NUEVAS,195,own_field,0,0,0,SANAS_NUEVAS_193
SANAS_NUEVAS_196,train,train,SANAS_NUEVAS,196,own_field,0,0,0,SANAS_NUEVAS_193
SANAS_NUEVAS_197,train,train,SANAS_NUEVAS,197,own_field,0,0,0,SANAS_NUEVAS_193
SANAS_NUEVAS_198,train,train,SANAS_NUEVAS,198,own_field,0,0,0,SANAS_NUEVAS_193
SANAS_NUEVAS_199,train,train,SANAS_NUEVAS,199,own_field,0,0,0,SANAS_NUEVAS_193
SANAS_NUEVAS_2,train,train,SANAS_NUEVAS,2,own_field,0,0,0,SANAS_NUEVAS_243
SANAS_NUEVAS_20,train,train,SANAS_NUEVAS,20,own_field,0,0,0,SANAS_NUEVAS_36
SANAS_NUEVAS_200,val,train,SANAS_NUEVAS,200,own_field,0,0,0,SANAS_NUEVAS_217
SANAS_NUEVAS_201,train,train,SANAS_NUEVAS,201,own_field,0,0,0,SANAS_NUEVAS_217
SANAS_NUEVAS_202,train,train,SANAS_NUEVAS,202,own_field,0,0,0,SANAS_NUEVAS_217
SANAS_NUEVAS_203,val,train,SANAS_NUEVAS,203,own_field,0,0,0,SANAS_NUEVAS_217
SANAS_NUEVAS_204,test,train,SANAS_NUEVAS,204,own_field,0,0,0,SANAS_NUEVAS_217
SANAS_NUEVAS_205,train,train,SANAS_NUEVAS,205,own_field,0,0,0,SANAS_NUEVAS_217
SANAS_NUEVAS_206,train,train,SANAS_NUEVAS,206,own_field,0,0,0,SANAS_NUEVAS_217
SANAS_NUEVAS_207,train,train,SANAS_NUEVAS,207,own_field,0,0,0,SANAS_NUEVAS_217
SANAS_NUEVAS_208,test,train,SANAS_NUEVAS,208,own_field,0,0,0,SANAS_NUEVAS_217
SANAS_NUEVAS_209,train,train,SANAS_NUEVAS,209,own_field,0,0,0,SANAS_NUEVAS_217
SANAS_NUEVAS_21,val,train,SANAS_NUEVAS,21,own_field,0,0,0,SANAS_NUEVAS_36
SANAS_NUEVAS_210,train,train,SANAS_NUEVAS,210,own_field,0,0,0,SANAS_NUEVAS_217
SANAS_NUEVAS_211,train,train,SANAS_NUEVAS,211,own_field,0,0,0,SANAS_NUEVAS_217
SANAS_NUEVAS_212,train,train,SANAS_NUEVAS,212,own_field,0,0,0,SANAS_NUEVAS_217
SANAS_NUEVAS_213,val,train,SANAS_NUEVAS,213,own_field,0,0,0,SANAS_NUEVAS_217
SANAS_NUEVAS_214,train,train,SANAS_NUEVAS,214,own_field,0,0,0,SANAS_NUEVAS_217
SANAS_NUEVAS_215,val,train,SANAS_NUEVAS,215,own_field,0,0,0,SANAS_NUEVAS_217
SANAS_NUEVAS_216,train,train,SANAS_NUEVAS,216,own_field,0,0,0,SANAS_NUEVAS_217
SANAS_NUEVAS_217,test,train,SANAS_NUEVAS,217,own_field,0,0,0,SANAS_NUEVAS_217
SANAS_NUEVAS_218,train,train,SANAS_NUEVAS,218,own_field,0,0,0,SANAS_NUEVAS_217
SANAS_NUEVAS_219,train,train,SANAS_NUEVAS,219,own_field,0,0,0,SANAS_NUEVAS_217
SANAS_NUEVAS_22,train,train,SANAS_NUEVAS,22,own_field,0,0,0,SANAS_NUEVAS_36
SANAS_NUEVAS_220,val,train,SANAS_NUEVAS,220,own_field,0,0,0,SANAS_NUEVAS_231
SANAS_NUEVAS_221,train,train,SANAS_NUEVAS,221,own_field,0,0,0,SANAS_NUEVAS_231
SANAS_NUEVAS_222,train,train,SANAS_NUEVAS,222,own_field,0,0,0,SANAS_NUEVAS_231
SANAS_NUEVAS_223,val,train,SANAS_NUEVAS,223,own_field,0,0,0,SANAS_NUEVAS_231
SANAS_NUEVAS_224,train,train,SANAS_NUEVAS,224,own_field,0,0,0,SANAS_NUEVAS_231
SANAS_NUEVAS_225,train,train,SANAS_NUEVAS,225,own_field,0,0,0,SANAS_NUEVAS_231
SANAS_NUEVAS_226,train,train,SANAS_NUEVAS,226,own_field,0,0,0,SANAS_NUEVAS_231
SANAS_NUEVAS_227,train,train,SANAS_NUEVAS,227,own_field,0,0,0,SANAS_NUEVAS_231
SANAS_NUEVAS_228,train,train,SANAS_NUEVAS,228,own_field,0,0,0,SANAS_NUEVAS_231
SANAS_NUEVAS_229,train,train,SANAS_NUEVAS,229,own_field,0,0,0,SANAS_NUEVAS_231
SANAS_NUEVAS_23,train,train,SANAS_NUEVAS,23,own_field,0,0,0,SANAS_NUEVAS_36
SANAS_NUEVAS_230,train,train,SANAS_NUEVAS,230,own_field,0,0,0,SANAS_NUEVAS_231
SANAS_NUEVAS_231,train,train,SANAS_NUEVAS,231,own_field,0,0,0,SANAS_NUEVAS_231
SANAS_NUEVAS_232,train,train,SANAS_NUEVAS,232,own_field,0,0,0,SANAS_NUEVAS_231
SANAS_NUEVAS_233,train,train,SANAS_NUEVAS,233,own_field,0,0,0,SANAS_NUEVAS_231
SANAS_NUEVAS_234,train,train,SANAS_NUEVAS,234,own_field,0,0,0,SANAS_NUEVAS_231
SANAS_NUEVAS_235,test,train,SANAS_NUEVAS,235,own_field,0,0,0,SANAS_NUEVAS_231
SANAS_NUEVAS_236,train,train,SANAS_NUEVAS,236,own_field,0,0,0,SANAS_NUEVAS_231
SANAS_NUEVAS_237,train,train,SANAS_NUEVAS,237,own_field,0,0,0,SANAS_NUEVAS_231
SANAS_NUEVAS_238,test,train,SANAS_NUEVAS,238,own_field,0,0,0,SANAS_NUEVAS_231
SANAS_NUEVAS_239,train,train,SANAS_NUEVAS,239,own_field,2,0,0,SANAS_NUEVAS_231
SANAS_NUEVAS_24,train,train,SANAS_NUEVAS,24,own_field,0,0,0,SANAS_NUEVAS_36
SANAS_NUEVAS_240,train,train,SANAS_NUEVAS,240,own_field,0,0,0,SANAS_NUEVAS_243
SANAS_NUEVAS_241,test,train,SANAS_NUEVAS,241,own_field,0,0,0,SANAS_NUEVAS_243
SANAS_NUEVAS_242,train,train,SANAS_NUEVAS,242,own_field,0,0,0,SANAS_NUEVAS_243
SANAS_NUEVAS_243,train,train,SANAS_NUEVAS,243,own_field,0,0,0,SANAS_NUEVAS_243
SANAS_NUEVAS_244,train,train,SANAS_NUEVAS,244,own_field,0,0,0,SANAS_NUEVAS_243
SANAS_NUEVAS_245,train,train,SANAS_NUEVAS,245,own_field,0,0,0,SANAS_NUEVAS_243
SANAS_NUEVAS_246,train,train,SANAS_NUEVAS,246,own_field,0,0,0,SANAS_NUEVAS_243
SANAS_NUEVAS_247,train,train,SANAS_NUEVAS,247,own_field,0,0,0,SANAS_NUEVAS_243
SANAS_NUEVAS_248,train,train,SANAS_NUEVAS,248,own_field,0,0,0,SANAS_NUEVAS_243
SANAS_NUEVAS_249,val,train,SANAS_NUEVAS,249,own_field,0,0,0,SANAS_NUEVAS_243
SANAS_NUEVAS_25,train,train,SANAS_NUEVAS,25,own_field,0,0,0,SANAS_NUEVAS_36
SANAS_NUEVAS_250,val,train,SANAS_NUEVAS,250,own_field,0,0,0,SANAS_NUEVAS_243
SANAS_NUEVAS_251,train,train,SANAS_NUEVAS,251,own_field,0,0,0,SANAS_NUEVAS_243
SANAS_NUEVAS_252,test,train,SANAS_NUEVAS,252,own_field,0,0,0,SANAS_NUEVAS_243
SANAS_NUEVAS_253,train,train,SANAS_NUEVAS,253,own_field,0,0,0,SANAS_NUEVAS_243
SANAS_NUEVAS_254,train,train,SANAS_NUEVAS,254,own_field,0,0,0,SANAS_NUEVAS_243
SANAS_NUEVAS_255,val,train,SANAS_NUEVAS,255,own_field,0,0,0,SANAS_NUEVAS_243
SANAS_NUEVAS_256,train,train,SANAS_NUEVAS,256,own_field,0,0,0,SANAS_NUEVAS_243
SANAS_NUEVAS_257,val,train,SANAS_NUEVAS,257,own_field,0,0,0,SANAS_NUEVAS_243
SANAS_NUEVAS_258,train,train,SANAS_NUEVAS,258,own_field,0,0,0,SANAS_NUEVAS_243
SANAS_NUEVAS_259,train,train,SANAS_NUEVAS,259,own_field,0,0,0,SANAS_NUEVAS_243
SANAS_NUEVAS_26,train,train,SANAS_NUEVAS,26,own_field,0,0,0,SANAS_NUEVAS_36
SANAS_NUEVAS_260,train,train,SANAS_NUEVAS,260,own_field,0,0,0,SANAS_NUEVAS_262
SANAS_NUEVAS_261,test,train,SANAS_NUEVAS,261,own_field,0,0,0,SANAS_NUEVAS_262
SANAS_NUEVAS_262,train,train,SANAS_NUEVAS,262,own_field,0,0,0,SANAS_NUEVAS_262
SANAS_NUEVAS_263,val,train,SANAS_NUEVAS,263,own_field,0,0,0,SANAS_NUEVAS_262
SANAS_NUEVAS_264,val,train,SANAS_NUEVAS,264,own_field,0,0,0,SANAS_NUEVAS_262
SANAS_NUEVAS_265,train,train,SANAS_NUEVAS,265,own_field,0,0,0,SANAS_NUEVAS_262
SANAS_NUEVAS_266,val,train,SANAS_NUEVAS,266,own_field,0,0,0,SANAS_NUEVAS_262
SANAS_NUEVAS_267,train,train,SANAS_NUEVAS,267,own_field,0,0,0,SANAS_NUEVAS_262
SANAS_NUEVAS_268,train,train,SANAS_NUEVAS,268,own_field,0,0,0,SANAS_NUEVAS_262
SANAS_NUEVAS_269,test,train,SANAS_NUEVAS,269,own_field,0,1,0,SANAS_NUEVAS_262
SANAS_NUEVAS_27,train,train,SANAS_NUEVAS,27,own_field,0,0,0,SANAS_NUEVAS_36
SANAS_NUEVAS_270,train,train,SANAS_NUEVAS,270,own_field,0,1,0,SANAS_NUEVAS_262
SANAS_NUEVAS_271,train,train,SANAS_NUEVAS,271,own_field,0,0,0,SANAS_NUEVAS_262
SANAS_NUEVAS_272,train,train,SANAS_NUEVAS,272,own_field,0,0,0,SANAS_NUEVAS_262
SANAS_NUEVAS_273,test,train,SANAS_NUEVAS,273,own_field,0,0,0,SANAS_NUEVAS_262
SANAS_NUEVAS_274,train,train,SANAS_NUEVAS,274,own_field,0,0,0,SANAS_NUEVAS_262
SANAS_NUEVAS_275,train,train,SANAS_NUEVAS,275,own_field,0,0,0,SANAS_NUEVAS_262
SANAS_NUEVAS_276,train,train,SANAS_NUEVAS,276,own_field,0,0,0,SANAS_NUEVAS_262
SANAS_NUEVAS_277,train,train,SANAS_NUEVAS,277,own_field,0,0,0,SANAS_NUEVAS_262
SANAS_NUEVAS_278,val,train,SANAS_NUEVAS,278,own_field,0,0,0,SANAS_NUEVAS_262
SANAS_NUEVAS_279,val,train,SANAS_NUEVAS,279,own_field,0,0,0,SANAS_NUEVAS_262
SANAS_NUEVAS_28,test,train,SANAS_NUEVAS,28,own_field,0,0,0,SANAS_NUEVAS_36
SANAS_NUEVAS_280,train,train,SANAS_NUEVAS,280,own_field,0,0,0,SANAS_SOCORRO_99
SANAS_NUEVAS_281,train,train,SANAS_NUEVAS,281,own_field,0,0,0,SANAS_SOCORRO_99
SANAS_NUEVAS_282,train,train,SANAS_NUEVAS,282,own_field,0,0,0,SANAS_SOCORRO_99
SANAS_NUEVAS_283,val,train,SANAS_NUEVAS,283,own_field,0,0,0,SANAS_SOCORRO_99
SANAS_NUEVAS_284,test,train,SANAS_NUEVAS,284,own_field,0,0,0,SANAS_SOCORRO_99
SANAS_NUEVAS_285,val,train,SANAS_NUEVAS,285,own_field,0,0,0,SANAS_SOCORRO_99
SANAS_NUEVAS_286,val,train,SANAS_NUEVAS,286,own_field,1,0,0,SANAS_SOCORRO_99
SANAS_NUEVAS_287,train,train,SANAS_NUEVAS,287,own_field,1,0,0,SANAS_SOCORRO_99
SANAS_NUEVAS_288,train,train,SANAS_NUEVAS,288,own_field,0,0,0,SANAS_SOCORRO_99
SANAS_NUEVAS_289,test,train,SANAS_NUEVAS,289,own_field,1,0,0,SANAS_SOCORRO_99
SANAS_NUEVAS_29,val,train,SANAS_NUEVAS,29,own_field,0,0,0,SANAS_NUEVAS_36
SANAS_NUEVAS_290,train,train,SANAS_NUEVAS,290,own_field,0,0,0,SANAS_SOCORRO_99
SANAS_NUEVAS_291,train,train,SANAS_NUEVAS,291,own_field,0,0,0,SANAS_SOCORRO_99
SANAS_NUEVAS_292,test,train,SANAS_NUEVAS,292,own_field,0,0,0,SANAS_SOCORRO_99
SANAS_NUEVAS_293,train,train,SANAS_NUEVAS,293,own_field,0,0,0,SANAS_SOCORRO_99
SANAS_NUEVAS_294,train,train,SANAS_NUEVAS,294,own_field,0,0,0,SANAS_SOCORRO_99
SANAS_NUEVAS_295,train,train,SANAS_NUEVAS,295,own_field,0,0,0,SANAS_SOCORRO_99
SANAS_NUEVAS_296,val,train,SANAS_NUEVAS,296,own_field,0,0,0,SANAS_SOCORRO_99
SANAS_NUEVAS_297,train,train,SANAS_NUEVAS,297,own_field,0,0,0,SANAS_SOCORRO_99
SANAS_NUEVAS_298,train,train,SANAS_NUEVAS,298,own_field,0,0,0,SANAS_SOCORRO_99
SANAS_NUEVAS_299,test,train,SANAS_NUEVAS,299,own_field,0,0,0,SANAS_SOCORRO_99
SANAS_NUEVAS_3,train,train,SANAS_NUEVAS,3,own_field,0,0,0,SANAS_NUEVAS_243
SANAS_NUEVAS_30,train,train,SANAS_NUEVAS,30,own_field,0,0,0,SANAS_NUEVAS_36
SANAS_NUEVAS_300,test,test,SANAS_NUEVAS,300,own_field,0,0,0,SANAS_SOCORRO_109
SANAS_NUEVAS_301,train,test,SANAS_NUEVAS,301,own_field,0,0,0,SANAS_SOCORRO_109
SANAS_NUEVAS_302,train,test,SANAS_NUEVAS,302,own_field,0,0,0,SANAS_SOCORRO_109
SANAS_NUEVAS_303,train,test,SANAS_NUEVAS,303,own_field,0,0,0,SANAS_SOCORRO_109
SANAS_NUEVAS_304,train,test,SANAS_NUEVAS,304,own_field,0,0,0,SANAS_SOCORRO_109
SANAS_NUEVAS_305,test,test,SANAS_NUEVAS,305,own_field,0,0,0,SANAS_SOCORRO_109
SANAS_NUEVAS_306,train,test,SANAS_NUEVAS,306,own_field,0,0,0,SANAS_SOCORRO_109
SANAS_NUEVAS_307,train,test,SANAS_NUEVAS,307,own_field,0,0,0,SANAS_SOCORRO_109
SANAS_NUEVAS_308,test,test,SANAS_NUEVAS,308,own_field,0,0,0,SANAS_SOCORRO_109
SANAS_NUEVAS_309,train,test,SANAS_NUEVAS,309,own_field,0,0,0,SANAS_SOCORRO_109
SANAS_NUEVAS_31,train,train,SANAS_NUEVAS,31,own_field,3,0,0,SANAS_NUEVAS_36
SANAS_NUEVAS_310,train,test,SANAS_NUEVAS,310,own_field,0,0,0,SANAS_SOCORRO_109
SANAS_NUEVAS_311,val,test,SANAS_NUEVAS,311,own_field,0,0,0,SANAS_SOCORRO_109
SANAS_NUEVAS_312,val,test,SANAS_NUEVAS,312,own_field,0,0,0,SANAS_SOCORRO_109
SANAS_NUEVAS_313,train,test,SANAS_NUEVAS,313,own_field,0,0,0,SANAS_SOCORRO_109
SANAS_NUEVAS_314,train,test,SANAS_NUEVAS,314,own_field,0,0,0,SANAS_SOCORRO_109
SANAS_NUEVAS_315,val,test,SANAS_NUEVAS,315,own_field,0,0,0,SANAS_SOCORRO_109
SANAS_NUEVAS_316,train,test,SANAS_NUEVAS,316,own_field,0,0,0,SANAS_SOCORRO_109
