filepath,split,stem,phash,phash_flip,dhash
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_32.jpg,train,SANAS_NUEVAS_32,9698569188665073412,15260843294183869009,9459541753294886960
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_320.jpg,train,SANAS_NUEVAS_320,13863547059358193449,10750202109004943997,4143170185454764629
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_323.jpg,train,SANAS_NUEVAS_323,14066562703460110272,10836554698667514389,17465705576506818284
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_324.jpg,train,SANAS_NUEVAS_324,14409373373346290787,10573666772782827830,16460163775992934962
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_325.jpg,train,SANAS_NUEVAS_325,18311233013275728530,12271117378168868807,13902841576452321639
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_326.jpg,train,SANAS_NUEVAS_326,12153128142591132154,17059003102933782695,4681739095342903399
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_327.jpg,train,SANAS_NUEVAS_327,16872885183642344658,13636287176217020807,6408893741158428695
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_328.jpg,train,SANAS_NUEVAS_328,13026314101081038504,16182162427734395885,3995205043553853475
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_329.jpg,train,SANAS_NUEVAS_329,16963253535228959255,13708042894145965899,971929498401421581
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_33.jpg,train,SANAS_NUEVAS_33,15226083100618032651,9662680419287388762,17073013435415357090
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_330.jpg,train,SANAS_NUEVAS_330,13612062323681351327,16839688898091420618,3600857531448058075
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_335.jpg,train,SANAS_NUEVAS_335,16145717226945378673,13061645166957227317,2543810818663677694
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_336.jpg,train,SANAS_NUEVAS_336,12364007684689653906,18356832807620519367,1129667696111153170
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_337.jpg,train,SANAS_NUEVAS_337,17588952696636292470,11623744581601519779,10115896137592928369
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_338.jpg,train,SANAS_NUEVAS_338,12112580602001051080,18180418943625861277,2982171083919093904
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_339.jpg,train,SANAS_NUEVAS_339,17158574154436782639,13423211912983903850,1063958613694674984
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_340.jpg,train,SANAS_NUEVAS_340,17086237839452996588,13279927367338448568,1063395942981237848
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_341.jpg,train,SANAS_NUEVAS_341,11937594439534785521,11745264339491447460,17920016948657249165
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_343.jpg,train,SANAS_NUEVAS_343,18073951610662651312,12648010388541051557,17641427607985643626
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_345.jpg,train,SANAS_NUEVAS_345,17421268338016446317,13011341418372772664,8949604363663365556
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_346.jpg,train,SANAS_NUEVAS_346,11913670481968427411,17366031327964275918,6598109016417146952
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_347.jpg,train,SANAS_NUEVAS_347,11937596286489325870,17365750172824544313,6672320549427974491
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_348.jpg,train,SANAS_NUEVAS_348,17889306211699968984,12472367747869023885,3744882723721863502
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_35.jpg,train,SANAS_NUEVAS_35,18395780474497046019,12257573002000130902,18004536702969050365
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_351.jpg,train,SANAS_NUEVAS_351,17957401754615868357,12421161511749140112,7917874466710777516
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_353.jpg,train,SANAS_NUEVAS_353,13449329130511950370,17284895368683664998,16197742511325364940
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_354.jpg,train,SANAS_NUEVAS_354,12457312343824328901,17993031452537240976,8139245607414433976
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_356.jpg,train,SANAS_NUEVAS_356,12461722880373846224,17988955372636743045,6405315833632179354
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_357.jpg,train,SANAS_NUEVAS_357,11283080081553705323,14537858027364424766,993414351021995604
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_358.jpg,train,SANAS_NUEVAS_358,12309838493266328152,18374688227669110541,7328981949020785354
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_359.jpg,train,SANAS_NUEVAS_359,17077636806526337351,13378691892526896178,17999687432469010521
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_36.jpg,train,SANAS_NUEVAS_36,11172144196009731613,14870385284629885768,3045706608389867342
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_360.jpg,train,SANAS_NUEVAS_360,13640088345250128820,16725807447988582125,14811429623899965929
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_361.jpg,train,SANAS_NUEVAS_361,12475611525006670925,17903809355126401306,4067024176979500492
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_364.jpg,train,SANAS_NUEVAS_364,16029388880879359789,10062883523632325176,12016696379343789083
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_366.jpg,train,SANAS_NUEVAS_366,17042348439697087118,13319326395894762442,1259029585623542265
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_367.jpg,train,SANAS_NUEVAS_367,13330589479808191626,17125660604489701599,8349885669109424252
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_369.jpg,train,SANAS_NUEVAS_369,12284273773714971968,13776182217727838228,16497416166009765004
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_371.jpg,train,SANAS_NUEVAS_371,17200268790840595498,12314798515185241066,17433668211793853560
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_372.jpg,train,SANAS_NUEVAS_372,15333237699215151687,9340411921184950162,5123719088273713011
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_376.jpg,train,SANAS_NUEVAS_376,11772573761268349065,17741301963060850012,8158319347108062796
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_378.jpg,train,SANAS_NUEVAS_378,13378881582206693418,16212396530800682343,17348077560010960329
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_379.jpg,train,SANAS_NUEVAS_379,13076908585750614691,16154348376526065590,9793900897917706537
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_380.jpg,train,SANAS_NUEVAS_380,16363901538491278609,13136178690686251109,5846353999319178801
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_381.jpg,train,SANAS_NUEVAS_381,16652138509495280051,10830333476005541350,3570063029055045434
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_382.jpg,train,SANAS_NUEVAS_382,13168197678316459365,16999825599998050864,9485305119218292215
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_383.jpg,train,SANAS_NUEVAS_383,18231624460553292784,12130138327195016869,11887502398916052713
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_384.jpg,train,SANAS_NUEVAS_384,18321415547834770691,12328440203971125332,15202521159491766001
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_386.jpg,train,SANAS_NUEVAS_386,11723403865977734930,17862561342717956677,6947105549559402010
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_387.jpg,train,SANAS_NUEVAS_387,9867085870589505677,14752589541086209496,15896596656345558732
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_388.jpg,train,SANAS_NUEVAS_388,17458239646996336111,11897794576377632954,8680913574064419056
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_389.jpg,train,SANAS_NUEVAS_389,9672237698930621676,15234521558924085681,8089198967354663169
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_39.jpg,train,SANAS_NUEVAS_39,10600743933135502926,14287737044745480987,7206769868520240704
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_391.jpg,train,SANAS_NUEVAS_391,9812928792123585264,15959300686086062496,10955089984705004291
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_392.jpg,train,SANAS_NUEVAS_392,17893262557793121924,12467360333873886037,8423648622935968808
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_393.jpg,train,SANAS_NUEVAS_393,14905974788146164582,11207766556995233331,14740065093011512496
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_394.jpg,train,SANAS_NUEVAS_394,13895358367835093108,13079420363070943009,9187055414740924648
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_395.jpg,train,SANAS_NUEVAS_395,10772460957371245895,13846929755690301498,16197056841192256259
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_396.jpg,train,SANAS_NUEVAS_396,17798307411767715693,11697289829292486708,2276483170615684857
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_398.jpg,train,SANAS_NUEVAS_398,16782249687145158951,13624183243292462162,4285439980247740435
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_399.jpg,train,SANAS_NUEVAS_399,17047393266158914377,13385758638394481180,8210600713232378105
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_4.jpg,train,SANAS_NUEVAS_4,10115209664592150039,15651456543752037190,7671979936056118740
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_400.jpg,train,SANAS_NUEVAS_400,13514397303497474850,17210961086050931220,14983448075788870511
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_401.jpg,train,SANAS_NUEVAS_401,16563562704106887538,12720643581646622255,9933201014262962587
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_402.jpg,train,SANAS_NUEVAS_402,11583206430586912010,17720122698865207307,5648332729187595071
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_403.jpg,train,SANAS_NUEVAS_403,16764865926208374963,12536193733955557862,15596230444186890491
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_405.jpg,train,SANAS_NUEVAS_405,11560040911330548950,17670109135057930635,18009024959545929776
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_406.jpg,train,SANAS_NUEVAS_406,12136005438191612988,18248187599666192680,8969185353305948419
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_407.jpg,train,SANAS_NUEVAS_407,11906060149607092031,17324089587342936618,8138220155243675423
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_408.jpg,train,SANAS_NUEVAS_408,17591488503874245180,11636405070917764969,1256925395868181251
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_409.jpg,train,SANAS_NUEVAS_409,16756935151986948451,13680179646130383910,14490451426312745331
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_41.jpg,train,SANAS_NUEVAS_41,10064485599583839099,15454208779979584558,800853716182585240
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_410.jpg,train,SANAS_NUEVAS_410,13790805817572461519,16876559582868608666,8629619890965299585
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_411.jpg,train,SANAS_NUEVAS_411,13159460800416932998,16414104093541405139,14186498052883280379
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_412.jpg,train,SANAS_NUEVAS_412,16793526521069713554,13644150058770460103,4070260604666655075
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_414.jpg,train,SANAS_NUEVAS_414,17600561542551672955,11607067271660621614,4283452732834640113
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_415.jpg,train,SANAS_NUEVAS_415,18031715141586456942,12639581567175771193,4742792750803598351
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_416.jpg,train,SANAS_NUEVAS_416,17495289587532088195,12078254505618413206,17289309909289136499
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_418.jpg,train,SANAS_NUEVAS_418,13741556143757969286,16926362298079679195,7260878507986240491
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_420.jpg,train,SANAS_NUEVAS_420,12524741519127916739,17907868314904946070,370545110368661795
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_424.jpg,train,SANAS_NUEVAS_424,13793330284212896694,16879092853529155299,17355919450844664795
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_426.jpg,train,SANAS_NUEVAS_426,16880482529871755367,13769421857375923506,880577846654335307
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_429.jpg,train,SANAS_NUEVAS_429,16761695697851740378,13675413615608341903,13652488465343902581
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_430.jpg,train,SANAS_NUEVAS_430,13502293076367099743,17164512676933440170,16421223701275723727
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_431.jpg,train,SANAS_NUEVAS_431,12364568294641488931,18357393428880032118,11523727444179001
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_432.jpg,train,SANAS_NUEVAS_432,12135097904228087749,18247955028068213392,17180212664964513806
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_433.jpg,train,SANAS_NUEVAS_433,12330807849233363098,18323037183393555791,27268854274068480
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_435.jpg,train,SANAS_NUEVAS_435,16751656974315784652,13775528394644847769,18301178513714641115
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_436.jpg,train,SANAS_NUEVAS_436,18017641404584374584,12636766509289989485,9075000497281233755
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_438.jpg,train,SANAS_NUEVAS_438,11881862040859394716,16334995410773480393,3488276164791812284
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_439.jpg,train,SANAS_NUEVAS_439,16872054678706887499,13794737880723080732,3997222796177054214
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_44.jpg,train,SANAS_NUEVAS_44,15813090207379310509,14926957310694396664,2875415901115927765
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_441.jpg,train,SANAS_NUEVAS_441,12232291638170714934,18200314081015027299,360341712860403952
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_442.jpg,train,SANAS_NUEVAS_442,12284840357488872014,18242340887312240403,17361614903343869968
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_443.jpg,train,SANAS_NUEVAS_443,12520732778572816757,17912998568868279329,13635012904405216
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_444.jpg,train,SANAS_NUEVAS_444,17924771951490485029,12508414037843566193,2250081194515427569
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_448.jpg,train,SANAS_NUEVAS_448,15843231811873313121,11424280341300760116,7896646495704463542
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_449.jpg,train,SANAS_NUEVAS_449,15777776892360724492,10349475525463526907,6192241347731561518
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_45.jpg,train,SANAS_NUEVAS_45,10848161439536506381,14107873343793049944,14268260154152781707
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_450.jpg,train,SANAS_NUEVAS_450,14051084354858549819,10919027398245734254,8919007685768374890
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_453.jpg,train,SANAS_NUEVAS_453,13440793353503163136,17280944001816040976,10773807409503136486
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_454.jpg,train,SANAS_NUEVAS_454,17278250648231672100,13447176994417978416,2026159371439091793
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_455.jpg,train,SANAS_NUEVAS_455,13453857855848236566,17285625866167751435,15061047211158070506
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_459.jpg,train,SANAS_NUEVAS_459,17275868436542458372,13445324728133376848,4208746060477688313
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_46.jpg,train,SANAS_NUEVAS_46,10737212886711371469,14436125251479323528,9440126966436449739
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_460.jpg,train,SANAS_NUEVAS_460,14116106949375312978,13160550735896740647,17524969811404498404
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_461.jpg,train,SANAS_NUEVAS_461,13777044053005360730,16890382902806612751,12745398620816334553
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_462.jpg,train,SANAS_NUEVAS_462,13700447661179499617,16966346062123655604,13318516840591699161
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_463.jpg,train,SANAS_NUEVAS_463,13308331361100712427,17142360174120672444,6985211238096429984
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_464.jpg,train,SANAS_NUEVAS_464,12037295093421826839,17462819057423464274,4723353212327838005
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_466.jpg,train,SANAS_NUEVAS_466,14530833530740725851,11309296565115915534,2772301139239861870
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_467.jpg,train,SANAS_NUEVAS_467,12498159024866791654,17881318756334059955,8115557450243182593
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_468.jpg,train,SANAS_NUEVAS_468,18061023686980859204,12677901297571962897,8768752337497252467
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_47.jpg,train,SANAS_NUEVAS_47,9393991411833089694,15423276482569493449,13010634405982920789
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_470.jpg,train,SANAS_NUEVAS_470,9528243765705828741,15091081235682606288,14199903897801103771
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_471.jpg,train,SANAS_NUEVAS_471,12317757066436329513,15457518988781262196,7180255956843790992
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_473.jpg,train,SANAS_NUEVAS_473,15534118293164879632,9421841984360561237,2205534389526372766
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_474.jpg,train,SANAS_NUEVAS_474,12304136961464318325,18416440661412801826,3041077702845016710
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_475.jpg,train,SANAS_NUEVAS_475,14718348157842729205,11031363870226185600,11832745993245091230
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_477.jpg,train,SANAS_NUEVAS_477,10134008903070702402,15696854707532828178,16328937391484950599
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_478.jpg,train,SANAS_NUEVAS_478,15125178909641442614,9564021912191750371,11085099373729107502
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_479.jpg,train,SANAS_NUEVAS_479,17331788603553496156,11949092927599110408,9021743336643847035
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_48.jpg,train,SANAS_NUEVAS_48,9277588659630887333,15390428228177396976,3259017723272865859
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_481.jpg,train,SANAS_NUEVAS_481,12186330943357474546,18179859856942498727,902271650599856180
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_483.jpg,train,SANAS_NUEVAS_483,14983608785952061672,11143358588817861053,14663696947967135448
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_485.jpg,train,SANAS_NUEVAS_485,14381815074935505570,10574502268987823862,10070947201210508794
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_487.jpg,train,SANAS_NUEVAS_487,18415491731489647192,12305432306402737925,16565298816179353074
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_488.jpg,train,SANAS_NUEVAS_488,14212964735715652808,10406637085715423645,11037051072290827565
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_490.jpg,train,SANAS_NUEVAS_490,12231802930512023339,18200526724294712190,13075485147136341397
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_492.jpg,train,SANAS_NUEVAS_492,15779183633226596757,9774989036051518656,16629127945740773062
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_493.jpg,train,SANAS_NUEVAS_493,15489539286090549250,9484775139539672339,18006380628128078386
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_495.jpg,train,SANAS_NUEVAS_495,9753428767789881959,15424396188381892466,2779847999756398634
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_497.jpg,train,SANAS_NUEVAS_497,13929101141883397615,10671929013119217850,14307258972299687468
