crop_path,crop_split,crop_stem,parent_path,parent_split,parent_stem,evidence,sift_inliers,containment_a_in_b,containment_b_in_a,area_ratio
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\ROYA_Muy_A_25.jpg,train,ROYA_Muy_A_24,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\ROYA_Muy_A_24.jpg,test,ROYA_Muy_A_25,sift_containment,1138,0.9634412,0.8670971,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_417.jpg,train,SANAS_SOCORRO_417,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_SOCORRO_414.jpg,test,SANAS_SOCORRO_414,sift_containment,100,0.74658734,0.82954144,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_464.jpg,train,SANAS_SOCORRO_464,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_SOCORRO_462.jpg,val,SANAS_SOCORRO_462,sift_containment,74,0.8606482,0.8606482,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_336.jpg,train,SANAS_NUEVAS_336,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_SOCORRO_156.jpg,test,SANAS_SOCORRO_156,sift_containment,756,0.7920946,1.3861655,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_439.jpg,train,SANAS_NUEVAS_439,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_NUEVAS_437.jpg,test,SANAS_NUEVAS_437,sift_containment,169,0.8039096,0.86574876,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_SOCORRO_26.jpg,test,SANAS_SOCORRO_26,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_25.jpg,train,SANAS_SOCORRO_25,sift_containment,1562,0.74435663,0.5316833,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_NUEVAS_334.jpg,test,SANAS_NUEVAS_334,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_149.jpg,train,SANAS_SOCORRO_149,sift_containment,95,0.84964645,0.45314476,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_102.jpg,train,MINEIRO_102,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\MINEIRO_20.jpg,test,MINEIRO_20,sift_containment,1344,0.8945134,0.98396474,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\MINADO_RECORTES_126.jpg,test,MINADO_RECORTES_126,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINADO_RECORTES_125.jpg,train,MINADO_RECORTES_125,sift_containment,539,0.99907523,0.99907523,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_NUEVAS_289.jpg,test,SANAS_NUEVAS_289,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_SOCORRO_73.jpg,val,SANAS_SOCORRO_73,sift_containment,775,0.99934286,0.69185275,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_475.jpg,train,SANAS_NUEVAS_475,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_NUEVAS_476.jpg,val,SANAS_NUEVAS_476,sift_containment,86,0.85163933,0.6813114,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_NUEVAS_558.jpg,train,SANAS_SOCORRO_442,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_442.jpg,test,SANAS_NUEVAS_558,sift_containment,367,0.9485621,0.6036304,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_NUEVAS_606.jpg,val,SANAS_NUEVAS_606,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_501.jpg,train,SANAS_SOCORRO_501,sift_containment,150,0.89112365,1.1139046,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_NUEVAS_489.jpg,test,SANAS_NUEVAS_489,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_342.jpg,train,SANAS_SOCORRO_342,sift_containment,266,1.0,0.7777778,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_NUEVAS_513.jpg,val,SANAS_NUEVAS_513,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_372.jpg,train,SANAS_SOCORRO_372,sift_containment,221,0.998964,1.3985496,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_106.jpg,train,SANAS_SOCORRO_106,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_SOCORRO_107.jpg,val,SANAS_SOCORRO_107,sift_containment,2302,0.9512858,0.80493414,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_15.jpg,train,SANAS_SOCORRO_15,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_SOCORRO_13.jpg,test,SANAS_SOCORRO_13,sift_containment,1617,0.81528103,1.268215,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_SOCORRO_188.jpg,val,SANAS_SOCORRO_188,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_364.jpg,train,SANAS_NUEVAS_364,sift_containment,724,0.99932426,1.2718673,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_NUEVAS_581.jpg,test,SANAS_NUEVAS_581,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_471.jpg,train,SANAS_SOCORRO_471,sift_containment,411,0.99923784,0.66615856,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_NUEVAS_599.jpg,val,SANAS_NUEVAS_599,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_493.jpg,train,SANAS_SOCORRO_493,sift_containment,519,0.9996652,1.3995312,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\MINADO_RECORTES_103.jpg,val,MINADO_RECORTES_103,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINADO_RECORTES_99.jpg,train,MINADO_RECORTES_99,sift_containment,95,1.0,1.3177978,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_SOCORRO_443.jpg,test,SANAS_SOCORRO_443,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_441.jpg,train,SANAS_SOCORRO_441,sift_containment,870,0.873427,0.873427,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_4.jpg,train,MINEIRO_4,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\MINADOR_12.jpg,val,MINADOR_12,sift_containment,1410,0.9774691,0.9774691,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_373.jpg,train,SANAS_SOCORRO_373,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_SOCORRO_374.jpg,test,SANAS_SOCORRO_374,sift_containment,69,0.71726656,1.0246664,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_394.jpg,train,SANAS_NUEVAS_394,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_SOCORRO_225.jpg,val,SANAS_SOCORRO_225,sift_containment,110,0.99222577,0.779606,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_565.jpg,train,SANAS_NUEVAS_565,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_SOCORRO_450.jpg,test,SANAS_SOCORRO_450,sift_containment,458,0.72365284,1.2060881,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\COCO_Muy_A_103.jpg,val,COCO_Muy_A_103,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\COCO_Muy_A_107.jpg,train,COCO_Muy_A_107,sift_containment,35,0.81221324,1.0558772,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_NUEVAS_397.jpg,val,SANAS_NUEVAS_397,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_227.jpg,train,SANAS_SOCORRO_227,sift_containment,113,0.9238637,1.0078514,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_281.jpg,train,SANAS_NUEVAS_281,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_SOCORRO_59.jpg,val,SANAS_SOCORRO_59,sift_containment,84,0.9230085,0.64610595,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_SOCORRO_406.jpg,val,SANAS_SOCORRO_406,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_401.jpg,train,SANAS_SOCORRO_401,sift_containment,1061,0.78044736,0.8780033,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\MINADO_RECORTES_132.jpg,val,MINADO_RECORTES_132,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\MINADO_RECORTES_40.jpg,test,MINADO_RECORTES_40,sift_containment,173,0.72518504,0.86892974,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_SOCORRO_284.jpg,val,SANAS_SOCORRO_284,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_SOCORRO_283.jpg,test,SANAS_SOCORRO_283,sift_containment,182,0.8976079,0.99734217,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_443.jpg,train,SANAS_NUEVAS_443,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_SOCORRO_286.jpg,val,SANAS_SOCORRO_286,sift_containment,367,0.99958855,0.69202286,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_380.jpg,train,SANAS_SOCORRO_380,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_SOCORRO_383.jpg,test,SANAS_SOCORRO_383,sift_containment,72,0.8727254,1.1220756,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_SOCORRO_415.jpg,test,SANAS_SOCORRO_415,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_416.jpg,train,SANAS_SOCORRO_416,sift_containment,105,0.71069914,0.71069914,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_SOCORRO_316.jpg,val,SANAS_SOCORRO_316,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_318.jpg,train,SANAS_SOCORRO_318,sift_containment,285,0.88812816,1.1101602,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_NUEVAS_317.jpg,test,SANAS_NUEVAS_317,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_131.jpg,train,SANAS_SOCORRO_131,sift_containment,968,0.99943256,0.9225531,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_259.jpg,train,SANAS_SOCORRO_259,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_NUEVAS_428.jpg,test,SANAS_NUEVAS_428,resolution_ratio,19,3.1789145e-07,1.4834934e-07,2.142857142857143
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_SOCORRO_238.jpg,val,SANAS_SOCORRO_238,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_237.jpg,train,SANAS_SOCORRO_237,sift_containment,258,0.70145965,0.77939963,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_304.jpg,train,SANAS_NUEVAS_304,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_SOCORRO_105.jpg,val,SANAS_SOCORRO_105,sift_containment,1767,0.99794346,0.9211786,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_416.jpg,train,SANAS_NUEVAS_416,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_NUEVAS_417.jpg,val,SANAS_NUEVAS_417,sift_containment,305,0.9573438,0.81006014,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_NUEVAS_269.jpg,test,SANAS_NUEVAS_269,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_SOCORRO_42.jpg,val,SANAS_SOCORRO_42,sift_containment,70,0.78213346,0.7110304,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_549.jpg,train,SANAS_NUEVAS_549,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_SOCORRO_443.jpg,test,SANAS_SOCORRO_443,sift_containment,425,0.62485534,0.7141204,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\ROYA_RECORTES_14.jpg,train,ROYA_RECORTES_14,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\ROYA_RECORTES_4.jpg,val,ROYA_RECORTES_4,sift_containment,36,0.9170032,0.7336026,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_NUEVAS_349.jpg,test,SANAS_NUEVAS_349,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_351.jpg,train,SANAS_NUEVAS_351,sift_containment,132,0.70749056,0.6064205,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_NUEVAS_555.jpg,train,SANAS_SOCORRO_440,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_440.jpg,test,SANAS_NUEVAS_555,sift_containment,1067,0.9998465,0.636266,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\ROYA_Muy_A_14.jpg,train,ROYA_Muy_A_14,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\ROYA_Muy_A_19.jpg,val,ROYA_Muy_A_19,sift_containment,1449,0.9917835,0.9917835,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_NUEVAS_592.jpg,test,SANAS_NUEVAS_592,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_485.jpg,train,SANAS_SOCORRO_485,sift_containment,513,0.9992952,0.66619676,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINADO_RECORTES_125.jpg,train,MINADO_RECORTES_125,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\MINADO_RECORTES_85.jpg,val,MINADO_RECORTES_85,sift_containment,215,0.96473175,0.90855134,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_NUEVAS_582.jpg,test,SANAS_NUEVAS_582,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_472.jpg,train,SANAS_SOCORRO_472,sift_containment,269,0.99103135,0.66068757,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_325.jpg,train,SANAS_NUEVAS_325,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_SOCORRO_141.jpg,test,SANAS_SOCORRO_141,sift_containment,1093,0.9992488,1.4433594,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_1.jpg,train,SANAS_SOCORRO_1,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_SOCORRO_2.jpg,val,SANAS_SOCORRO_2,sift_containment,815,0.9133436,0.9133436,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\COCO_Muy_A_45.jpg,train,COCO_Muy_A_45,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\COCO_Muy_A_85.jpg,val,COCO_Muy_A_85,sift_containment,103,0.8503818,0.8503818,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_SOCORRO_313.jpg,val,SANAS_SOCORRO_313,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_312.jpg,train,SANAS_SOCORRO_312,sift_containment,216,0.85250795,0.9945926,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_575.jpg,train,SANAS_NUEVAS_575,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_SOCORRO_462.jpg,val,SANAS_SOCORRO_462,sift_containment,46,0.85785484,0.5719032,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_NUEVAS_375.jpg,val,SANAS_NUEVAS_375,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_201.jpg,train,SANAS_SOCORRO_201,sift_containment,209,0.99852884,1.3979404,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_256.jpg,train,SANAS_NUEVAS_256,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_SOCORRO_13.jpg,test,SANAS_SOCORRO_13,sift_containment,114,0.77364486,1.1174871,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINADO_RECORTES_119.jpg,train,MINADO_RECORTES_119,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\MINADO_RECORTES_103.jpg,val,MINADO_RECORTES_103,sift_containment,103,0.9978451,0.9978451,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_NUEVAS_331.jpg,test,SANAS_NUEVAS_331,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_148.jpg,train,SANAS_SOCORRO_148,sift_containment,1669,0.87100756,0.68436307,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_597.jpg,train,SANAS_NUEVAS_597,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_NUEVAS_595.jpg,val,SANAS_NUEVAS_595,sift_containment,60,0.92871165,0.78583294,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_391.jpg,train,SANAS_NUEVAS_391,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_NUEVAS_390.jpg,test,SANAS_NUEVAS_390,sift_containment,31,0.73341525,0.78983176,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_NUEVAS_593.jpg,test,SANAS_NUEVAS_593,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_486.jpg,train,SANAS_SOCORRO_486,sift_containment,913,0.9993848,0.7268253,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_NUEVAS_377.jpg,val,SANAS_NUEVAS_377,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_378.jpg,train,SANAS_NUEVAS_378,sift_containment,42,0.8166759,0.9800111,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_372.jpg,train,SANAS_SOCORRO_372,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_SOCORRO_375.jpg,test,SANAS_SOCORRO_375,sift_containment,50,0.8218266,1.0272832,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_5.jpg,train,MINEIRO_5,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\MINEIRO_116.jpg,val,MINEIRO_116,sift_containment,1400,0.9016193,0.9016193,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_NUEVAS_250.jpg,val,SANAS_NUEVAS_250,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_9.jpg,train,SANAS_SOCORRO_9,sift_containment,311,0.99879485,1.4268498,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_NUEVAS_496.jpg,val,SANAS_NUEVAS_496,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_351.jpg,train,SANAS_SOCORRO_351,sift_containment,265,0.99948,1.6658,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_NUEVAS_315.jpg,val,SANAS_NUEVAS_315,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_129.jpg,train,SANAS_SOCORRO_129,sift_containment,830,0.998421,1.4421637,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_NUEVAS_368.jpg,val,SANAS_NUEVAS_368,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_369.jpg,train,SANAS_NUEVAS_369,sift_containment,1361,0.96063244,1.0292491,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_NUEVAS_305.jpg,test,SANAS_NUEVAS_305,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_89.jpg,train,SANAS_SOCORRO_89,sift_containment,427,0.8138428,0.7460225,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_SOCORRO_193.jpg,val,SANAS_SOCORRO_193,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_191.jpg,train,SANAS_SOCORRO_191,sift_containment,430,0.80859697,1.1118208,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_380.jpg,train,SANAS_NUEVAS_380,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_SOCORRO_207.jpg,val,SANAS_SOCORRO_207,sift_containment,1067,0.99980104,0.7141436,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_SOCORRO_403.jpg,test,SANAS_SOCORRO_403,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_538.jpg,train,SANAS_NUEVAS_538,sift_containment,129,0.8924544,0.8924544,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_SOCORRO_124.jpg,test,SANAS_SOCORRO_124,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_NUEVAS_312.jpg,val,SANAS_NUEVAS_312,sift_containment,195,0.72525525,0.6648173,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_5.jpg,train,SANAS_SOCORRO_5,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_SOCORRO_13.jpg,test,SANAS_SOCORRO_13,sift_containment,564,0.82318354,1.0061133,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\COCO_P_A_71.jpg,train,COCO_P_A_71,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\COCO_P_A_5.jpg,val,COCO_P_A_5,sift_containment,670,0.999942,0.85709316,
