stem,split,session_id,timestamp_used,session_source
SANAS_NUEVAS_398,train,unplaceable,,unplaceable
SANAS_NUEVAS_399,train,unplaceable,,unplaceable
SANAS_NUEVAS_4,train,unplaceable,,unplaceable
SANAS_NUEVAS_400,train,unplaceable,,unplaceable
SANAS_NUEVAS_401,train,unplaceable,,unplaceable
SANAS_NUEVAS_402,train,unplaceable,,unplaceable
SANAS_NUEVAS_403,train,unplaceable,,unplaceable
SANAS_NUEVAS_405,train,unplaceable,,unplaceable
SANAS_NUEVAS_406,train,unplaceable,,unplaceable
SANAS_NUEVAS_407,train,unplaceable,,unplaceable
SANAS_NUEVAS_408,train,unplaceable,,unplaceable
SANAS_NUEVAS_409,train,unplaceable,,unplaceable
SANAS_NUEVAS_41,train,unplaceable,,unplaceable
SANAS_NUEVAS_410,train,unplaceable,,unplaceable
SANAS_NUEVAS_411,train,unplaceable,,unplaceable
SANAS_NUEVAS_412,train,unplaceable,,unplaceable
SANAS_NUEVAS_414,train,unplaceable,,unplaceable
SANAS_NUEVAS_415,train,unplaceable,,unplaceable
SANAS_NUEVAS_416,train,unplaceable,,unplaceable
SANAS_NUEVAS_418,train,unplaceable,,unplaceable
SANAS_NUEVAS_420,train,unplaceable,,unplaceable
SANAS_NUEVAS_424,train,unplaceable,,unplaceable
SANAS_NUEVAS_426,train,unplaceable,,unplaceable
SANAS_NUEVAS_429,train,unplaceable,,unplaceable
SANAS_NUEVAS_430,train,unplaceable,,unplaceable
SANAS_NUEVAS_431,train,unplaceable,,unplaceable
SANAS_NUEVAS_432,train,unplaceable,,unplaceable
SANAS_NUEVAS_433,train,unplaceable,,unplaceable
SANAS_NUEVAS_435,train,unplaceable,,unplaceable
SANAS_NUEVAS_436,train,unplaceable,,unplaceable
SANAS_NUEVAS_438,train,unplaceable,,unplaceable
SANAS_NUEVAS_439,train,unplaceable,,unplaceable
SANAS_NUEVAS_44,train,unplaceable,,unplaceable
SANAS_NUEVAS_441,train,unplaceable,,unplaceable
SANAS_NUEVAS_442,train,unplaceable,,unplaceable
SANAS_NUEVAS_443,train,unplaceable,,unplaceable
SANAS_NUEVAS_444,train,unplaceable,,unplaceable
SANAS_NUEVAS_448,train,unplaceable,,unplaceable
SANAS_NUEVAS_449,train,unplaceable,,unplaceable
SANAS_NUEVAS_45,train,unplaceable,,unplaceable
SANAS_NUEVAS_450,train,unplaceable,,unplaceable
SANAS_NUEVAS_453,train,unplaceable,,unplaceable
SANAS_NUEVAS_454,train,unplaceable,,unplaceable
SANAS_NUEVAS_455,train,unplaceable,,unplaceable
SANAS_NUEVAS_459,train,unplaceable,,unplaceable
SANAS_NUEVAS_46,train,unplaceable,,unplaceable
SANAS_NUEVAS_460,train,unplaceable,,unplaceable
SANAS_NUEVAS_461,train,unplaceable,,unplaceable
SANAS_NUEVAS_462,train,unplaceable,,unplaceable
SANAS_NUEVAS_463,train,unplaceable,,unplaceable
SANAS_NUEVAS_464,train,unplaceable,,unplaceable
SANAS_NUEVAS_466,train,unplaceable,,unplaceable
SANAS_NUEVAS_467,train,unplaceable,,unplaceable
SANAS_NUEVAS_468,train,unplaceable,,unplaceable
SANAS_NUEVAS_47,train,unplaceable,,unplaceable
SANAS_NUEVAS_470,train,unplaceable,,unplaceable
SANAS_NUEVAS_471,train,unplaceable,,unplaceable
SANAS_NUEVAS_473,train,unplaceable,,unplaceable
SANAS_NUEVAS_474,train,unplaceable,,unplaceable
SANAS_NUEVAS_475,train,unplaceable,,unplaceable
SANAS_NUEVAS_477,train,unplaceable,,unplaceable
SANAS_NUEVAS_478,train,unplaceable,,unplaceable
SANAS_NUEVAS_479,train,unplaceable,,unplaceable
SANAS_NUEVAS_48,train,unplaceable,,unplaceable
SANAS_NUEVAS_481,train,unplaceable,,unplaceable
SANAS_NUEVAS_483,train,unplaceable,,unplaceable
SANAS_NUEVAS_485,train,unplaceable,,unplaceable
SANAS_NUEVAS_487,train,unplaceable,,unplaceable
SANAS_NUEVAS_488,train,unplaceable,,unplaceable
SANAS_NUEVAS_490,train,unplaceable,,unplaceable
SANAS_NUEVAS_492,train,unplaceable,,unplaceable
SANAS_NUEVAS_493,train,unplaceable,,unplaceable
SANAS_NUEVAS_495,train,unplaceable,,unplaceable
SANAS_NUEVAS_497,train,unplaceable,,unplaceable
SANAS_NUEVAS_498,train,unplaceable,,unplaceable
SANAS_NUEVAS_499,train,unplaceable,,unplaceable
SANAS_NUEVAS_5,train,unplaceable,,unplaceable
SANAS_NUEVAS_500,train,unplaceable,,unplaceable
SANAS_NUEVAS_501,train,unplaceable,,unplaceable
SANAS_NUEVAS_502,train,unplaceable,,unplaceable
SANAS_NUEVAS_503,train,unplaceable,,unplaceable
SANAS_NUEVAS_504,train,unplaceable,,unplaceable
SANAS_NUEVAS_505,train,unplaceable,,unplaceable
SANAS_NUEVAS_506,train,unplaceable,,unplaceable
SANAS_NUEVAS_507,train,unplaceable,,unplaceable
SANAS_NUEVAS_508,train,unplaceable,,unplaceable
SANAS_NUEVAS_509,train,unplaceable,,unplaceable
SANAS_NUEVAS_51,train,unplaceable,,unplaceable
SANAS_NUEVAS_511,train,unplaceable,,unplaceable
SANAS_NUEVAS_512,train,unplaceable,,unplaceable
SANAS_NUEVAS_514,train,unplaceable,,unplaceable
SANAS_NUEVAS_516,train,unplaceable,,unplaceable
SANAS_NUEVAS_518,train,unplaceable,,unplaceable
SANAS_NUEVAS_519,train,unplaceable,,unplaceable
SANAS_NUEVAS_52,train,unplaceable,,unplaceable
SANAS_NUEVAS_520,train,unplaceable,,unplaceable
SANAS_NUEVAS_521,train,unplaceable,,unplaceable
SANAS_NUEVAS_522,train,unplaceable,,unplaceable
SANAS_NUEVAS_523,train,unplaceable,,unplaceable
SANAS_NUEVAS_524,train,unplaceable,,unplaceable
SANAS_NUEVAS_529,train,unplaceable,,unplaceable
SANAS_NUEVAS_53,train,unplaceable,,unplaceable
SANAS_NUEVAS_530,train,unplaceable,,unplaceable
SANAS_NUEVAS_531,train,unplaceable,,unplaceable
SANAS_NUEVAS_532,train,unplaceable,,unplaceable
SANAS_NUEVAS_536,train,unplaceable,,unplaceable
SANAS_NUEVAS_537,train,unplaceable,,unplaceable
SANAS_NUEVAS_538,train,unplaceable,,unplaceable
SANAS_NUEVAS_539,train,unplaceable,,unplaceable
SANAS_NUEVAS_540,train,unplaceable,,unplaceable
SANAS_NUEVAS_541,train,unplaceable,,unplaceable
SANAS_NUEVAS_543,train,unplaceable,,unplaceable
SANAS_NUEVAS_544,train,unplaceable,,unplaceable
SANAS_NUEVAS_545,train,unplaceable,,unplaceable
SANAS_NUEVAS_549,train,unplaceable,,unplaceable
SANAS_NUEVAS_55,train,unplaceable,,unplaceable
SANAS_NUEVAS_551,train,unplaceable,,unplaceable
SANAS_NUEVAS_553,train,unplaceable,,unplaceable
SANAS_NUEVAS_556,train,unplaceable,,unplaceable
SANAS_NUEVAS_557,train,unplaceable,,unplaceable
SANAS_NUEVAS_559,train,unplaceable,,unplaceable
SANAS_NUEVAS_56,train,unplaceable,,unplaceable
SANAS_NUEVAS_560,train,unplaceable,,unplaceable
SANAS_NUEVAS_561,train,unplaceable,,unplaceable
SANAS_NUEVAS_562,train,unplaceable,,unplaceable
SANAS_NUEVAS_563,train,unplaceable,,unplaceable
SANAS_NUEVAS_564,train,unplaceable,,unplaceable
SANAS_NUEVAS_565,train,unplaceable,,unplaceable
SANAS_NUEVAS_567,train,unplaceable,,unplaceable
SANAS_NUEVAS_568,train,unplaceable,,unplaceable
SANAS_NUEVAS_57,train,unplaceable,,unplaceable
SANAS_NUEVAS_570,train,unplaceable,,unplaceable
SANAS_NUEVAS_572,train,unplaceable,,unplaceable
SANAS_NUEVAS_573,train,unplaceable,,unplaceable
SANAS_NUEVAS_574,train,unplaceable,,unplaceable
SANAS_NUEVAS_575,train,unplaceable,,unplaceable
SANAS_NUEVAS_576,train,unplaceable,,unplaceable
SANAS_NUEVAS_577,train,unplaceable,,unplaceable
SANAS_NUEVAS_578,train,unplaceable,,unplaceable
SANAS_NUEVAS_579,train,unplaceable,,unplaceable
SANAS_NUEVAS_58,train,unplaceable,,unplaceable
SANAS_NUEVAS_580,train,unplaceable,,unplaceable
SANAS_NUEVAS_584,train,unplaceable,,unplaceable
SANAS_NUEVAS_585,train,unplaceable,,unplaceable
SANAS_NUEVAS_586,train,unplaceable,,unplaceable
SANAS_NUEVAS_587,train,unplaceable,,unplaceable
SANAS_NUEVAS_588,train,unplaceable,,unplaceable
SANAS_NUEVAS_589,train,unplaceable,,unplaceable
SANAS_NUEVAS_590,train,unplaceable,,unplaceable
SANAS_NUEVAS_594,train,unplaceable,,unplaceable
SANAS_NUEVAS_596,train,unplaceable,,unplaceable
SANAS_NUEVAS_597,train,unplaceable,,unplaceable
SANAS_NUEVAS_6,train,unplaceable,,unplaceable
SANAS_NUEVAS_60,train,unplaceable,,unplaceable
SANAS_NUEVAS_600,train,unplaceable,,unplaceable
SANAS_NUEVAS_601,train,unplaceable,,unplaceable
SANAS_NUEVAS_602,train,unplaceable,,unplaceable
SANAS_NUEVAS_603,train,unplaceable,,unplaceable
SANAS_NUEVAS_607,train,unplaceable,,unplaceable
SANAS_NUEVAS_609,train,unplaceable,,unplaceable
SANAS_NUEVAS_610,train,unplaceable,,unplaceable
SANAS_NUEVAS_611,train,unplaceable,,unplaceable
SANAS_NUEVAS_612,train,unplaceable,,unplaceable
SANAS_NUEVAS_613,train,unplaceable,,unplaceable
SANAS_NUEVAS_614,train,unplaceable,,unplaceable
SANAS_NUEVAS_615,train,unplaceable,,unplaceable
SANAS_NUEVAS_618,train,unplaceable,,unplaceable
SANAS_NUEVAS_619,train,unplaceable,,unplaceable
SANAS_NUEVAS_62,train,unplaceable,,unplaceable
SANAS_NUEVAS_64,train,unplaceable,,unplaceable
SANAS_NUEVAS_66,train,unplaceable,,unplaceable
SANAS_NUEVAS_68,train,unplaceable,,unplaceable
SANAS_NUEVAS_69,train,unplaceable,,unplaceable
SANAS_NUEVAS_7,train,unplaceable,,unplaceable
SANAS_NUEVAS_70,train,unplaceable,,unplaceable
SANAS_NUEVAS_71,train,unplaceable,,unplaceable
SANAS_NUEVAS_74,train,unplaceable,,unplaceable
SANAS_NUEVAS_75,train,unplaceable,,unplaceable
SANAS_NUEVAS_78,train,unplaceable,,unplaceable
SANAS_NUEVAS_79,train,unplaceable,,unplaceable
SANAS_NUEVAS_82,train,unplaceable,,unplaceable
SANAS_NUEVAS_83,train,unplaceable,,unplaceable
SANAS_NUEVAS_85,train,unplaceable,,unplaceable
SANAS_NUEVAS_88,train,unplaceable,,unplaceable
SANAS_NUEVAS_89,train,unplaceable,,unplaceable
SANAS_NUEVAS_9,train,unplaceable,,unplaceable
SANAS_NUEVAS_91,train,unplaceable,,unplaceable
SANAS_NUEVAS_93,train,unplaceable,,unplaceable
SANAS_NUEVAS_95,train,unplaceable,,unplaceable
SANAS_NUEVAS_96,train,unplaceable,,unplaceable
SANAS_NUEVAS_98,train,unplaceable,,unplaceable
SANAS_NUEVAS_99,train,unplaceable,,unplaceable
SANAS_SOCORRO_1,train,unplaceable,,unplaceable
SANAS_SOCORRO_10,train,unplaceable,,unplaceable
SANAS_SOCORRO_100,train,unplaceable,,unplaceable
SANAS_SOCORRO_101,train,unplaceable,,unplaceable
SANAS_SOCORRO_103,train,unplaceable,,unplaceable
SANAS_SOCORRO_104,train,unplaceable,,unplaceable
SANAS_SOCORRO_106,train,unplaceable,,unplaceable
SANAS_SOCORRO_108,train,unplaceable,,unplaceable
SANAS_SOCORRO_110,train,unplaceable,,unplaceable
SANAS_SOCORRO_112,train,unplaceable,,unplaceable
SANAS_SOCORRO_113,train,unplaceable,,unplaceable
SANAS_SOCORRO_114,train,unplaceable,,unplaceable
SANAS_SOCORRO_115,train,unplaceable,,unplaceable
SANAS_SOCORRO_116,train,unplaceable,,unplaceable
SANAS_SOCORRO_117,train,unplaceable,,unplaceable
SANAS_SOCORRO_118,train,unplaceable,,unplaceable
SANAS_SOCORRO_119,train,unplaceable,,unplaceable
SANAS_SOCORRO_12,train,unplaceable,,unplaceable
SANAS_SOCORRO_120,train,unplaceable,,unplaceable
SANAS_SOCORRO_121,train,unplaceable,,unplaceable
SANAS_SOCORRO_123,train,unplaceable,,unplaceable
SANAS_SOCORRO_125,train,unplaceable,,unplaceable
SANAS_SOCORRO_126,train,unplaceable,,unplaceable
SANAS_SOCORRO_127,train,unplaceable,,unplaceable
SANAS_SOCORRO_129,train,unplaceable,,unplaceable
SANAS_SOCORRO_131,train,unplaceable,,unplaceable
SANAS_SOCORRO_132,train,unplaceable,,unplaceable
SANAS_SOCORRO_134,train,unplaceable,,unplaceable
SANAS_SOCORRO_135,train,unplaceable,,unplaceable
SANAS_SOCORRO_136,train,unplaceable,,unplaceable
SANAS_SOCORRO_137,train,unplaceable,,unplaceable
SANAS_SOCORRO_14,train,unplaceable,,unplaceable
SANAS_SOCORRO_140,train,unplaceable,,unplaceable
SANAS_SOCORRO_143,train,unplaceable,,unplaceable
SANAS_SOCORRO_144,train,unplaceable,,unplaceable
SANAS_SOCORRO_145,train,unplaceable,,unplaceable
SANAS_SOCORRO_146,train,unplaceable,,unplaceable
SANAS_SOCORRO_147,train,unplaceable,,unplaceable
SANAS_SOCORRO_148,train,unplaceable,,unplaceable
SANAS_SOCORRO_149,train,unplaceable,,unplaceable
SANAS_SOCORRO_15,train,unplaceable,,unplaceable
SANAS_SOCORRO_150,train,unplaceable,,unplaceable
SANAS_SOCORRO_151,train,unplaceable,,unplaceable
SANAS_SOCORRO_152,train,unplaceable,,unplaceable
SANAS_SOCORRO_154,train,unplaceable,,unplaceable
SANAS_SOCORRO_155,train,unplaceable,,unplaceable
SANAS_SOCORRO_157,train,unplaceable,,unplaceable
SANAS_SOCORRO_159,train,unplaceable,,unplaceable
SANAS_SOCORRO_160,train,unplaceable,,unplaceable
SANAS_SOCORRO_161,train,unplaceable,,unplaceable
SANAS_SOCORRO_162,train,unplaceable,,unplaceable
SANAS_SOCORRO_165,train,unplaceable,,unplaceable
SANAS_SOCORRO_166,train,unplaceable,,unplaceable
SANAS_SOCORRO_168,train,unplaceable,,unplaceable
SANAS_SOCORRO_17,train,unplaceable,,unplaceable
SANAS_SOCORRO_172,train,unplaceable,,unplaceable
SANAS_SOCORRO_173,train,unplaceable,,unplaceable
SANAS_SOCORRO_176,train,unplaceable,,unplaceable
SANAS_SOCORRO_177,train,unplaceable,,unplaceable
SANAS_SOCORRO_179,train,unplaceable,,unplaceable
SANAS_SOCORRO_18,train,unplaceable,,unplaceable
SANAS_SOCORRO_180,train,unplaceable,,unplaceable
SANAS_SOCORRO_183,train,unplaceable,,unplaceable
SANAS_SOCORRO_184,train,unplaceable,,unplaceable
SANAS_SOCORRO_185,train,unplaceable,,unplaceable
SANAS_SOCORRO_187,train,unplaceable,,unplaceable
SANAS_SOCORRO_189,train,unplaceable,,unplaceable
SANAS_SOCORRO_191,train,unplaceable,,unplaceable
SANAS_SOCORRO_192,train,unplaceable,,unplaceable
SANAS_SOCORRO_194,train,unplaceable,,unplaceable
SANAS_SOCORRO_195,train,unplaceable,,unplaceable
SANAS_SOCORRO_196,train,unplaceable,,unplaceable
SANAS_SOCORRO_197,train,unplaceable,,unplaceable
SANAS_SOCORRO_198,train,unplaceable,,unplaceable
SANAS_SOCORRO_199,train,unplaceable,,unplaceable
SANAS_SOCORRO_20,train,unplaceable,,unplaceable
SANAS_SOCORRO_200,train,unplaceable,,unplaceable
SANAS_SOCORRO_201,train,unplaceable,,unplaceable
SANAS_SOCORRO_202,train,unplaceable,,unplaceable
SANAS_SOCORRO_205,train,unplaceable,,unplaceable
SANAS_SOCORRO_206,train,unplaceable,,unplaceable
SANAS_SOCORRO_208,train,unplaceable,,unplaceable
SANAS_SOCORRO_209,train,unplaceable,,unplaceable
SANAS_SOCORRO_211,train,unplaceable,,unplaceable
SANAS_SOCORRO_212,train,unplaceable,,unplaceable
SANAS_SOCORRO_213,train,unplaceable,,unplaceable
SANAS_SOCORRO_215,train,unplaceable,,unplaceable
SANAS_SOCORRO_216,train,unplaceable,,unplaceable
SANAS_SOCORRO_217,train,unplaceable,,unplaceable
SANAS_SOCORRO_219,train,unplaceable,,unplaceable
SANAS_SOCORRO_220,train,unplaceable,,unplaceable
SANAS_SOCORRO_221,train,unplaceable,,unplaceable
SANAS_SOCORRO_223,train,unplaceable,,unplaceable
SANAS_SOCORRO_224,train,unplaceable,,unplaceable
SANAS_SOCORRO_226,train,unplaceable,,unplaceable
SANAS_SOCORRO_227,train,unplaceable,,unplaceable
SANAS_SOCORRO_228,train,unplaceable,,unplaceable
SANAS_SOCORRO_229,train,unplaceable,,unplaceable
SANAS_SOCORRO_23,train,unplaceable,,unplaceable
SANAS_SOCORRO_231,train,unplaceable,,unplaceable
SANAS_SOCORRO_232,train,unplaceable,,unplaceable
SANAS_SOCORRO_233,train,unplaceable,,unplaceable
SANAS_SOCORRO_235,train,unplaceable,,unplaceable
SANAS_SOCORRO_236,train,unplaceable,,unplaceable
SANAS_SOCORRO_237,train,unplaceable,,unplaceable
SANAS_SOCORRO_239,train,unplaceable,,unplaceable
SANAS_SOCORRO_24,train,unplaceable,,unplaceable
SANAS_SOCORRO_242,train,unplaceable,,unplaceable
SANAS_SOCORRO_245,train,unplaceable,,unplaceable
SANAS_SOCORRO_246,train,unplaceable,,unplaceable
SANAS_SOCORRO_248,train,unplaceable,,unplaceable
SANAS_SOCORRO_249,train,unplaceable,,unplaceable
SANAS_SOCORRO_25,train,unplaceable,,unplaceable
SANAS_SOCORRO_250,train,unplaceable,,unplaceable
SANAS_SOCORRO_251,train,unplaceable,,unplaceable
SANAS_SOCORRO_253,train,unplaceable,,unplaceable
SANAS_SOCORRO_254,train,unplaceable,,unplaceable
SANAS_SOCORRO_255,train,unplaceable,,unplaceable
SANAS_SOCORRO_256,train,unplaceable,,unplaceable
SANAS_SOCORRO_257,train,unplaceable,,unplaceable
SANAS_SOCORRO_258,train,unplaceable,,unplaceable
SANAS_SOCORRO_259,train,unplaceable,,unplaceable
SANAS_SOCORRO_260,train,unplaceable,,unplaceable
SANAS_SOCORRO_261,train,unplaceable,,unplaceable
SANAS_SOCORRO_262,train,unplaceable,,unplaceable
SANAS_SOCORRO_263,train,unplaceable,,unplaceable
SANAS_SOCORRO_264,train,unplaceable,,unplaceable
SANAS_SOCORRO_265,train,unplaceable,,unplaceable
SANAS_SOCORRO_266,train,unplaceable,,unplaceable
SANAS_SOCORRO_267,train,unplaceable,,unplaceable
SANAS_SOCORRO_268,train,unplaceable,,unplaceable
SANAS_SOCORRO_269,train,unplaceable,,unplaceable
SANAS_SOCORRO_27,train,unplaceable,,unplaceable
SANAS_SOCORRO_270,train,unplaceable,,unplaceable
SANAS_SOCORRO_271,train,unplaceable,,unplaceable
SANAS_SOCORRO_273,train,unplaceable,,unplaceable
SANAS_SOCORRO_274,train,unplaceable,,unplaceable
SANAS_SOCORRO_275,train,unplaceable,,unplaceable
SANAS_SOCORRO_276,train,unplaceable,,unplaceable
SANAS_SOCORRO_277,train,unplaceable,,unplaceable
SANAS_SOCORRO_278,train,unplaceable,,unplaceable
SANAS_SOCORRO_279,train,unplaceable,,unplaceable
SANAS_SOCORRO_28,train,unplaceable,,unplaceable
SANAS_SOCORRO_280,train,unplaceable,,unplaceable
SANAS_SOCORRO_281,train,unplaceable,,unplaceable
SANAS_SOCORRO_285,train,unplaceable,,unplaceable
SANAS_SOCORRO_287,train,unplaceable,,unplaceable
SANAS_SOCORRO_288,train,unplaceable,,unplaceable
SANAS_SOCORRO_289,train,unplaceable,,unplaceable
SANAS_SOCORRO_29,train,unplaceable,,unplaceable
SANAS_SOCORRO_290,train,unplaceable,,unplaceable
SANAS_SOCORRO_291,train,unplaceable,,unplaceable
SANAS_SOCORRO_292,train,unplaceable,,unplaceable
SANAS_SOCORRO_293,train,unplaceable,,unplaceable
SANAS_SOCORRO_294,train,unplaceable,,unplaceable
SANAS_SOCORRO_296,train,unplaceable,,unplaceable
SANAS_SOCORRO_297,train,unplaceable,,unplaceable
SANAS_SOCORRO_299,train,unplaceable,,unplaceable
SANAS_SOCORRO_3,train,unplaceable,,unplaceable
SANAS_SOCORRO_300,train,unplaceable,,unplaceable
SANAS_SOCORRO_302,train,unplaceable,,unplaceable
SANAS_SOCORRO_303,train,unplaceable,,unplaceable
SANAS_SOCORRO_304,train,unplaceable,,unplaceable
SANAS_SOCORRO_305,train,unplaceable,,unplaceable
SANAS_SOCORRO_306,train,unplaceable,,unplaceable
SANAS_SOCORRO_307,train,unplaceable,,unplaceable
SANAS_SOCORRO_308,train,unplaceable,,unplaceable
SANAS_SOCORRO_309,train,unplaceable,,unplaceable
SANAS_SOCORRO_31,train,unplaceable,,unplaceable
SANAS_SOCORRO_310,train,unplaceable,,unplaceable
SANAS_SOCORRO_311,train,unplaceable,,unplaceable
SANAS_SOCORRO_312,train,unplaceable,,unplaceable
SANAS_SOCORRO_314,train,unplaceable,,unplaceable
SANAS_SOCORRO_317,train,unplaceable,,unplaceable
SANAS_SOCORRO_318,train,unplaceable,,unplaceable
SANAS_SOCORRO_319,train,unplaceable,,unplaceable
SANAS_SOCORRO_32,train,unplaceable,,unplaceable
SANAS_SOCORRO_320,train,unplaceable,,unplaceable
SANAS_SOCORRO_321,train,unplaceable,,unplaceable
SANAS_SOCORRO_322,train,unplaceable,,unplaceable
SANAS_SOCORRO_323,train,unplaceable,,unplaceable
SANAS_SOCORRO_325,train,unplaceable,,unplaceable
SANAS_SOCORRO_326,train,unplaceable,,unplaceable
SANAS_SOCORRO_328,train,unplaceable,,unplaceable
SANAS_SOCORRO_329,train,unplaceable,,unplaceable
SANAS_SOCORRO_33,train,unplaceable,,unplaceable
SANAS_SOCORRO_330,train,unplaceable,,unplaceable
SANAS_SOCORRO_331,train,unplaceable,,unplaceable
SANAS_SOCORRO_332,train,unplaceable,,unplaceable
SANAS_SOCORRO_333,train,unplaceable,,unplaceable
SANAS_SOCORRO_334,train,unplaceable,,unplaceable
SANAS_SOCORRO_336,train,unplaceable,,unplaceable
SANAS_SOCORRO_339,train,unplaceable,,unplaceable
SANAS_SOCORRO_34,train,unplaceable,,unplaceable
SANAS_SOCORRO_340,train,unplaceable,,unplaceable
SANAS_SOCORRO_341,train,unplaceable,,unplaceable
SANAS_SOCORRO_342,train,unplaceable,,unplaceable
SANAS_SOCORRO_343,train,unplaceable,,unplaceable
SANAS_SOCORRO_344,train,unplaceable,,unplaceable
SANAS_SOCORRO_346,train,unplaceable,,unplaceable
SANAS_SOCORRO_348,train,unplaceable,,unplaceable
SANAS_SOCORRO_349,train,unplaceable,,unplaceable
SANAS_SOCORRO_35,train,unplaceable,,unplaceable
SANAS_SOCORRO_350,train,unplaceable,,unplaceable
SANAS_SOCORRO_351,train,unplaceable,,unplaceable
SANAS_SOCORRO_352,train,unplaceable,,unplaceable
SANAS_SOCORRO_356,train,unplaceable,,unplaceable
SANAS_SOCORRO_357,train,unplaceable,,unplaceable
SANAS_SOCORRO_358,train,unplaceable,,unplaceable
SANAS_SOCORRO_359,train,unplaceable,,unplaceable
SANAS_SOCORRO_360,train,unplaceable,,unplaceable
SANAS_SOCORRO_362,train,unplaceable,,unplaceable
SANAS_SOCORRO_363,train,unplaceable,,unplaceable
SANAS_SOCORRO_364,train,unplaceable,,unplaceable
SANAS_SOCORRO_365,train,unplaceable,,unplaceable
SANAS_SOCORRO_367,train,unplaceable,,unplaceable
SANAS_SOCORRO_37,train,unplaceable,,unplaceable
SANAS_SOCORRO_370,train,unplaceable,,unplaceable
SANAS_SOCORRO_371,train,unplaceable,,unplaceable
SANAS_SOCORRO_372,train,unplaceable,,unplaceable
SANAS_SOCORRO_373,train,unplaceable,,unplaceable
SANAS_SOCORRO_376,train,unplaceable,,unplaceable
SANAS_SOCORRO_377,train,unplaceable,,unplaceable
SANAS_SOCORRO_378,train,unplaceable,,unplaceable
SANAS_SOCORRO_379,train,unplaceable,,unplaceable
SANAS_SOCORRO_38,train,unplaceable,,unplaceable
SANAS_SOCORRO_380,train,unplaceable,,unplaceable
SANAS_SOCORRO_381,train,unplaceable,,unplaceable
SANAS_SOCORRO_382,train,unplaceable,,unplaceable
SANAS_SOCORRO_384,train,unplaceable,,unplaceable
SANAS_SOCORRO_385,train,unplaceable,,unplaceable
SANAS_SOCORRO_386,train,unplaceable,,unplaceable
SANAS_SOCORRO_388,train,unplaceable,,unplaceable
SANAS_SOCORRO_39,train,unplaceable,,unplaceable
SANAS_SOCORRO_390,train,unplaceable,,unplaceable
SANAS_SOCORRO_392,train,unplaceable,,unplaceable
SANAS_SOCORRO_393,train,unplaceable,,unplaceable
SANAS_SOCORRO_394,train,unplaceable,,unplaceable
SANAS_SOCORRO_395,train,unplaceable,,unplaceable
SANAS_SOCORRO_396,train,unplaceable,,unplaceable
SANAS_SOCORRO_397,train,unplaceable,,unplaceable
SANAS_SOCORRO_398,train,unplaceable,,unplaceable
SANAS_SOCORRO_399,train,unplaceable,,unplaceable
SANAS_SOCORRO_4,train,unplaceable,,unplaceable
SANAS_SOCORRO_40,train,unplaceable,,unplaceable
SANAS_SOCORRO_400,train,unplaceable,,unplaceable
SANAS_SOCORRO_401,train,unplaceable,,unplaceable
SANAS_SOCORRO_402,train,unplaceable,,unplaceable
SANAS_SOCORRO_405,train,unplaceable,,unplaceable
SANAS_SOCORRO_407,train,unplaceable,,unplaceable
SANAS_SOCORRO_408,train,unplaceable,,unplaceable
SANAS_SOCORRO_41,train,unplaceable,,unplaceable
SANAS_SOCORRO_410,train,unplaceable,,unplaceable
SANAS_SOCORRO_411,train,unplaceable,,unplaceable
SANAS_SOCORRO_412,train,unplaceable,,unplaceable
SANAS_SOCORRO_416,train,unplaceable,,unplaceable
SANAS_SOCORRO_417,train,unplaceable,,unplaceable
SANAS_SOCORRO_420,train,unplaceable,,unplaceable
SANAS_SOCORRO_421,train,unplaceable,,unplaceable
SANAS_SOCORRO_424,train,unplaceable,,unplaceable
SANAS_SOCORRO_427,train,unplaceable,,unplaceable
SANAS_SOCORRO_428,train,unplaceable,,unplaceable
SANAS_SOCORRO_431,train,unplaceable,,unplaceable
SANAS_SOCORRO_432,train,unplaceable,,unplaceable
SANAS_SOCORRO_433,train,unplaceable,,unplaceable
SANAS_SOCORRO_434,train,unplaceable,,unplaceable
SANAS_SOCORRO_435,train,unplaceable,,unplaceable
SANAS_SOCORRO_436,train,unplaceable,,unplaceable
SANAS_SOCORRO_439,train,unplaceable,,unplaceable
SANAS_SOCORRO_44,train,unplaceable,,unplaceable
SANAS_SOCORRO_440,train,unplaceable,,unplaceable
SANAS_SOCORRO_441,train,unplaceable,,unplaceable
SANAS_SOCORRO_442,train,unplaceable,,unplaceable
SANAS_SOCORRO_444,train,unplaceable,,unplaceable
SANAS_SOCORRO_445,train,unplaceable,,unplaceable
SANAS_SOCORRO_446,train,unplaceable,,unplaceable
SANAS_SOCORRO_447,train,unplaceable,,unplaceable
SANAS_SOCORRO_449,train,unplaceable,,unplaceable
SANAS_SOCORRO_45,train,unplaceable,,unplaceable
SANAS_SOCORRO_451,train,unplaceable,,unplaceable
SANAS_SOCORRO_452,train,unplaceable,,unplaceable
SANAS_SOCORRO_453,train,unplaceable,,unplaceable
SANAS_SOCORRO_454,train,unplaceable,,unplaceable
SANAS_SOCORRO_455,train,unplaceable,,unplaceable
SANAS_SOCORRO_457,train,unplaceable,,unplaceable
SANAS_SOCORRO_458,train,unplaceable,,unplaceable
SANAS_SOCORRO_46,train,unplaceable,,unplaceable
SANAS_SOCORRO_460,train,unplaceable,,unplaceable
SANAS_SOCORRO_461,train,unplaceable,,unplaceable
SANAS_SOCORRO_463,train,unplaceable,,unplaceable
